"record_id","area","line","number_replicates","tag","x_coordinate","y_coordinate","species_code","species","family","map","dead","height_map","height_1980","height_1986","height_1992","height_1998","height_2006","height_2013","girth_map","girth_1978","girth_1986","girth_1992","girth_1996","girth_2006","girth_2013","index_1","index_2","index_3","index_4","absx","absy","comment"
42337,"2","6",1,NA,121.3,0.5,0,NA,NA,2017,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.3,766.5,"Geranium"
42338,"2","6",1,22961,121.3,1.4,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.3,767.4,""
42339,"2","6",1,22891,121.3,-3.4,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.3,762.6,""
42340,"2","6",1,22892,121.3,-3.5,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.3,762.5,""
42341,"2","6",1,22962,121.5,2.6,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.5,768.6,""
42342,"2","6",1,22963,121.6,2.5,90,"Sarcopteryx stipata","Sapindaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.6,768.5,""
42343,"2","6",1,22896,121.6,-0.1,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.6,765.9,""
42344,"2","6",2,22897,121.9,-0.3,0,NA,NA,2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.9,765.7,"geranium"
42345,"2","6",1,22964,122.1,0.5,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.1,766.5,""
42346,"2","6",1,22893,122.7,-2.7,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.7,763.3,""
42347,"2","6",1,22898,122.7,-1.4,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.7,764.6,""
42348,"2","6",1,22895,124.4,-3.8,90,"Sarcopteryx stipata","Sapindaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.4,762.2,""
42349,"2","6",1,22966,124.5,3.2,4,"Acronychia pubescens","Rutaceae",2017,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.5,769.2,""
42350,"2","6",1,23002,125,-5.8,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,760.2,""
42351,"2","6",1,22967,125.6,3.1,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.6,769.1,""
42352,"2","6",1,23001,125.6,-3.6,83,"Atractocarpus benthamiana","Rubiaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.6,762.4,""
42353,"2","6",1,22900,126.1,-2.9,100,"Wilkiea huegeliana","Monimiaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.1,763.1,""
42354,"2","6",1,22899,126.5,-1.2,90,"Sarcopteryx stipata","Sapindaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.5,764.8,""
42355,"2","6",1,22968,128.9,2.9,81,"Psychotria simmondsiana glabrescens","Rubiaceae",2017,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.9,768.9,""
42356,"2","6",1,23010,129.1,-0.1,90,"Sarcopteryx stipata","Sapindaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.1,765.9,""
42357,"2","6",1,23003,130.1,-4.4,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.1,761.6,""
42358,"2","6",1,23009,130.3,-0.3,88,"Rhodomyrtus psidioides","Myrtaceae",2017,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.3,765.7,""
42359,"2","6",1,23007,130.5,-0.6,83,"Atractocarpus benthamiana","Rubiaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.5,765.4,""
42360,"2","6",1,23004,130.6,-4.2,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.6,761.8,""
42361,"2","6",1,23008,130.7,-0.5,90,"Sarcopteryx stipata","Sapindaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.7,765.5,""
42362,"2","6",1,23005,130.9,-4.5,83,"Atractocarpus benthamiana","Rubiaceae",2017,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.9,761.5,"older"
42363,"2","6",1,23006,131.6,-3.9,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.6,762.1,""
42364,"2","6",1,22969,133,1.7,37,"Diploglottis australis","Sapindaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,767.7,""
42365,"2","6",1,23011,135.2,-2.3,83,"Atractocarpus benthamiana","Rubiaceae",2017,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.2,763.7,""
42366,"2","6",1,22970,135.3,3,81,"Psychotria simmondsiana glabrescens","Rubiaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.3,769,""
42367,"2","6",1,22971,137.7,2.5,37,"Diploglottis australis","Sapindaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.7,768.5,""
42368,"2","6",1,22972,140.4,5.1,0,NA,NA,2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.4,771.1,""
42369,"2","6",1,22973,141.3,2.8,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.3,768.8,""
42370,"2","6",1,22974,141.9,3.9,83,"Atractocarpus benthamiana","Rubiaceae",2017,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.9,769.9,""
42371,"2","6",1,NA,142.2,3.6,83,"Atractocarpus benthamiana","Rubiaceae",2017,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.2,769.6,""
42372,"2","6",1,22976,142.8,4.3,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.8,770.3,""
42373,"2","6",1,NA,143.1,4.5,83,"Atractocarpus benthamiana","Rubiaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.1,770.5,""
42374,"2","6",1,22977,143.3,4.5,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.3,770.5,""
42375,"2","6",1,22975,143.5,1.5,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.5,767.5,""
42376,"2","6",1,23012,146,-0.8,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,765.2,""
42377,"2","6",1,23013,146,-1.2,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,764.8,""
42378,"2","6",1,23014,146.5,-1.1,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.5,764.9,""
42379,"2","6",1,22978,148.9,5.3,0,NA,NA,2017,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.9,771.3,"Fuzzy herb"
42380,"2","6",1,22979,150,4.4,37,"Diploglottis australis","Sapindaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,770.4,""
42381,"2","6",1,22980,150.1,1.9,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350.1,767.9,""
42382,"2","6",1,22981,150.7,2.4,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350.7,768.4,""
42383,"2","6",1,22982,150.9,2.1,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350.9,768.1,""
42384,"2","6",1,22983,151,4.6,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,770.6,""
42385,"2","6",1,NA,151.3,2.5,83,"Atractocarpus benthamiana","Rubiaceae",2017,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.3,768.5,"small"
42386,"2","6",1,NA,151.5,2.7,83,"Atractocarpus benthamiana","Rubiaceae",2017,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.5,768.7,"small"
42387,"2","6",1,23021,167.3,3.5,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.3,769.5,""
42388,"2","6",1,23015,169.4,-2.7,17,"Baloghia inophylla","Euphorbiaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.4,763.3,""
42389,"2","6",1,23020,172.1,5,90,"Sarcopteryx stipata","Sapindaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.1,771,""
42390,"2","6",1,23019,182.1,3.2,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.1,769.2,""
42391,"2","6",1,23017,189.4,3.7,100,"Wilkiea huegeliana","Monimiaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.4,769.7,""
42392,"2","6",1,23018,190.5,4.4,100,"Wilkiea huegeliana","Monimiaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.5,770.4,""
42393,"2","6",1,23016,191.7,-3,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391.7,763,""
42394,"2","6",1,22984,199.6,2,17,"Baloghia inophylla","Euphorbiaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.6,768,""
42395,"2","6",1,22985,201.5,2.7,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.5,768.7,""
42396,"2","6",1,23022,202.5,-0.1,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.5,765.9,""
42397,"2","6",1,22986,202.8,4.8,17,"Baloghia inophylla","Euphorbiaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.8,770.8,""
42398,"2","6",1,23024,204.6,-4.8,90,"Sarcopteryx stipata","Sapindaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.6,761.2,""
42399,"2","6",1,23023,205.9,-1.6,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.9,764.4,""
42400,"2","6",1,22987,207,5.8,0,NA,NA,2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407,771.8,"Fuzzy herb"
42401,"2","6",1,22989,208,2.4,0,NA,NA,2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,768.4,"Fuzzy herb"
42402,"2","6",1,22988,209.1,3.9,21,"Cinnamomum oliveri","Lauraceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.1,769.9,""
42403,"2","6",1,23025,209.7,-1.3,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.7,764.7,""
42404,"2","6",1,22992,214.4,2.2,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.4,768.2,""
42405,"2","6",1,23026,214.7,-0.4,90,"Sarcopteryx stipata","Sapindaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.7,765.6,""
42406,"2","6",1,22993,215.3,1.9,6,"Actephila lindleyi","Phyllanthaceae",2017,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.3,767.9,""
42407,"2","6",1,22994,219,2.4,0,NA,NA,2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,768.4,"Fuzzy herb"
42408,"2","6",1,23027,230.2,-0.1,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.2,765.9,""
42409,"2","6",1,23028,230.4,-0.1,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.4,765.9,""
42410,"2","6",1,22995,232.9,1.9,6,"Actephila lindleyi","Phyllanthaceae",2017,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.9,767.9,""
42411,"2","6",1,23029,236.3,-2.5,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.3,763.5,""
42412,"2","6",1,23030,236.5,-2.7,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.5,763.3,""
42413,"2","6",1,22996,236.8,1.2,0,NA,NA,2017,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.8,767.2,"myrtaceae"
42414,"2","6",1,23031,237.3,-2.7,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.3,763.3,""
42415,"2","6",1,23032,245.1,-1.3,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.1,764.7,""
42416,"2","6",1,23033,245.6,-2.4,71,"Orites excelsus","Proteaceae",2017,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.6,763.6,""
42417,"2","6",1,22997,246.9,0.1,6,"Actephila lindleyi","Phyllanthaceae",2017,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.9,766.1,""
42418,"2","6",1,23000,261.7,2.8,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.7,768.8,""
42419,"2","6",1,23200,262.7,1.1,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.7,767.1,""
42420,"2","6",1,23199,262.9,1.3,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.9,767.3,""
42421,"2","6",1,23103,266.5,5.9,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.5,771.9,""
42422,"2","6",1,23051,270.3,0.8,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.3,766.8,""
42423,"2","6",1,23034,271.9,-0.3,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.9,765.7,""
42424,"2","6",1,23050,272.7,1.4,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.7,767.4,""
42425,"2","6",1,23049,273.5,5.1,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.5,771.1,""
42426,"2","6",1,23048,273.9,4.9,90,"Sarcopteryx stipata","Sapindaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.9,770.9,""
42427,"2","6",1,23047,274,4.8,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,770.8,""
42428,"2","6",1,23046,274.5,3.8,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.5,769.8,""
42429,"2","6",1,23045,275.6,1.9,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.6,767.9,""
42430,"2","6",1,23035,277.8,-0.9,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.8,765.1,""
42431,"2","6",1,23043,278.7,1.9,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.7,767.9,""
42432,"2","6",1,23042,278.8,1.4,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.8,767.4,""
42433,"2","6",1,23044,278.9,2.2,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.9,768.2,""
42434,"2","6",1,23041,280.1,3.3,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.1,769.3,""
42435,"2","6",1,23036,287.5,-3.6,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.5,762.4,""
42436,"2","6",1,23037,288.6,-1.1,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.6,764.9,""
42437,"2","6",1,23040,291.3,5.7,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.3,771.7,""
42438,"2","6",1,23038,293.2,-6,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.2,760,""
42439,"2","6",1,23039,294.4,3.9,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.4,769.9,""
42440,"2","6",1,23052,307.5,-0.5,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.5,765.5,""
42441,"2","6",1,23101,309.4,3.9,37,"Diploglottis australis","Sapindaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.4,769.9,""
42442,"2","6",1,22991,316.7,5.7,17,"Baloghia inophylla","Euphorbiaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.7,771.7,""
42443,"2","6",1,23053,333.9,-1.7,90,"Sarcopteryx stipata","Sapindaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.9,764.3,""
42444,"2","6",1,23055,335.2,-1.9,90,"Sarcopteryx stipata","Sapindaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.2,764.1,""
42445,"2","6",1,23056,335.4,-1.2,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.4,764.8,""
42446,"2","6",1,23054,336.3,-0.7,90,"Sarcopteryx stipata","Sapindaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.3,765.3,""
42447,"2","6",1,22999,337.6,4.2,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.6,770.2,""
42448,"2","6",1,23102,349.8,1.9,0,NA,NA,2017,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549.8,767.9,"Older ; Cryptocar"
42449,"2","6",1,23105,357.4,2,17,"Baloghia inophylla","Euphorbiaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557.4,768,""
42450,"2","6",1,23057,365.3,4.1,61,"Harpullia alata","Sapindaceae",2017,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.3,770.1,""
42451,"2","6",1,23059,425.8,-2.3,100,"Wilkiea huegeliana","Monimiaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625.8,763.7,""
42452,"2","6",1,23106,427.5,0.5,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627.5,766.5,""
42453,"2","6",1,23058,429.1,-2.2,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.1,763.8,""
42454,"2","6",1,23060,433,-5.6,50,"Syzygium ingens","Myrtaceae",2017,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,760.4,""
42455,"2","6",1,23061,437.9,-1.9,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.9,764.1,""
42456,"2","6",1,23062,438.6,-1.2,12,"Argyrodendron actinophyllum","Malvaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638.6,764.8,""
42457,"2","6",1,23107,440.8,4.2,51,"Syzygium crebrinerve","Myrtaceae",2017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640.8,770.2,""
