"model","ssp_scenario","threshold_val","sample_id","Damage"
"CNRM-CM6-1-HR","ssp126",0.2,618,746121943.747704
"MPI-ESM1-2-LR","ssp126",0.2,618,834405646.812663
"ACCESS-CM2","ssp245",0.2,618,893155982.272867
"CNRM-CM6-1-HR","ssp245",0.2,618,709039739.55067
"MPI-ESM1-2-LR","ssp245",0.2,618,588901529.333715
"ACCESS-CM2","ssp370",0.2,618,640355340.536676
"CNRM-CM6-1-HR","ssp370",0.2,618,729277381.344842
"MPI-ESM1-2-LR","ssp370",0.2,618,532470558.000901
"ACCESS-CM2","historical",0.5,618,441668604.397552
"CNRM-CM6-1-HR","historical",0.5,618,561257218.534837
"MPI-ESM1-2-LR","historical",0.5,618,379520499.434228
"ACCESS-CM2","ssp126",0.5,618,344557307.168816
"CNRM-CM6-1-HR","ssp126",0.5,618,327599368.794611
"MPI-ESM1-2-LR","ssp126",0.5,618,442040575.853447
"ACCESS-CM2","ssp245",0.5,618,367035937.584206
"CNRM-CM6-1-HR","ssp245",0.5,618,285624477.058324
"MPI-ESM1-2-LR","ssp245",0.5,618,246339470.399413
"ACCESS-CM2","ssp370",0.5,618,409486608.2774
"CNRM-CM6-1-HR","ssp370",0.5,618,379628004.840702
"MPI-ESM1-2-LR","ssp370",0.5,618,226286241.323963
"ACCESS-CM2","historical",0.2,619,590212626.405609
"CNRM-CM6-1-HR","historical",0.2,619,792064120.455639
"MPI-ESM1-2-LR","historical",0.2,619,639047553.398732
"ACCESS-CM2","ssp126",0.2,619,596589750.499807
"CNRM-CM6-1-HR","ssp126",0.2,619,596595767.806553
"MPI-ESM1-2-LR","ssp126",0.2,619,667179955.578152
"ACCESS-CM2","ssp245",0.2,619,714155660.610267
"CNRM-CM6-1-HR","ssp245",0.2,619,566935225.88779
"MPI-ESM1-2-LR","ssp245",0.2,619,470904779.726813
"ACCESS-CM2","ssp370",0.2,619,512090810.366186
"CNRM-CM6-1-HR","ssp370",0.2,619,583124974.858601
"MPI-ESM1-2-LR","ssp370",0.2,619,425792398.872466
"ACCESS-CM2","historical",0.5,619,353166021.204727
"CNRM-CM6-1-HR","historical",0.5,619,448808641.769318
"MPI-ESM1-2-LR","historical",0.5,619,303484311.02649
"ACCESS-CM2","ssp126",0.5,619,275545390.267437
"CNRM-CM6-1-HR","ssp126",0.5,619,262005679.070401
"MPI-ESM1-2-LR","ssp126",0.5,619,353503705.66105
"ACCESS-CM2","ssp245",0.5,619,293560291.991697
"CNRM-CM6-1-HR","ssp245",0.5,619,228438993.450235
"MPI-ESM1-2-LR","ssp245",0.5,619,197018690.481976
"ACCESS-CM2","ssp370",0.5,619,327504577.393104
"CNRM-CM6-1-HR","ssp370",0.5,619,303606279.005142
"MPI-ESM1-2-LR","ssp370",0.5,619,181005545.81686
"ACCESS-CM2","historical",0.2,620,788337448.778759
"CNRM-CM6-1-HR","historical",0.2,620,1058039340.47398
"MPI-ESM1-2-LR","historical",0.2,620,853522640.391551
"ACCESS-CM2","ssp126",0.2,620,796869372.19987
"CNRM-CM6-1-HR","ssp126",0.2,620,796856857.913575
"MPI-ESM1-2-LR","ssp126",0.2,620,891244862.439866
"ACCESS-CM2","ssp245",0.2,620,953745020.073725
"CNRM-CM6-1-HR","ssp245",0.2,620,757288727.311986
"MPI-ESM1-2-LR","ssp245",0.2,620,629033348.077501
"ACCESS-CM2","ssp370",0.2,620,683986385.963783
"CNRM-CM6-1-HR","ssp370",0.2,620,778914129.556834
"MPI-ESM1-2-LR","ssp370",0.2,620,568663053.075215
"ACCESS-CM2","historical",0.5,620,471722938.263876
"CNRM-CM6-1-HR","historical",0.5,620,599517657.957621
"MPI-ESM1-2-LR","historical",0.5,620,405286851.349165
"ACCESS-CM2","ssp126",0.5,620,367929626.439334
"CNRM-CM6-1-HR","ssp126",0.5,620,349871244.116888
"MPI-ESM1-2-LR","ssp126",0.5,620,472186476.045995
"ACCESS-CM2","ssp245",0.5,620,391952568.27412
"CNRM-CM6-1-HR","ssp245",0.5,620,305070681.392714
"MPI-ESM1-2-LR","ssp245",0.5,620,263065839.133353
"ACCESS-CM2","ssp370",0.5,620,437382527.025705
"CNRM-CM6-1-HR","ssp370",0.5,620,405506889.926293
"MPI-ESM1-2-LR","ssp370",0.5,620,241639414.385212
"ACCESS-CM2","historical",0.2,621,718282443.030544
"CNRM-CM6-1-HR","historical",0.2,621,963934091.43153
"MPI-ESM1-2-LR","historical",0.2,621,777764684.782906
"ACCESS-CM2","ssp126",0.2,621,726012149.178659
"CNRM-CM6-1-HR","ssp126",0.2,621,726027631.054903
"MPI-ESM1-2-LR","ssp126",0.2,621,811883811.522257
"ACCESS-CM2","ssp245",0.2,621,869165926.866403
"CNRM-CM6-1-HR","ssp245",0.2,621,689921786.731927
"MPI-ESM1-2-LR","ssp245",0.2,621,573011429.035351
"ACCESS-CM2","ssp370",0.2,621,623100938.175761
"CNRM-CM6-1-HR","ssp370",0.2,621,709613268.473735
"MPI-ESM1-2-LR","ssp370",0.2,621,518151808.284864
"ACCESS-CM2","historical",0.5,621,429768446.093487
"CNRM-CM6-1-HR","historical",0.5,621,546111663.366921
"MPI-ESM1-2-LR","historical",0.5,621,369328105.15204
"ACCESS-CM2","ssp126",0.5,621,335322719.466534
"CNRM-CM6-1-HR","ssp126",0.5,621,318806934.213665
"MPI-ESM1-2-LR","ssp126",0.5,621,430119163.75124
"ACCESS-CM2","ssp245",0.5,621,357208754.491918
"CNRM-CM6-1-HR","ssp245",0.5,621,277947502.247098
"MPI-ESM1-2-LR","ssp245",0.5,621,239738896.520869
"ACCESS-CM2","ssp370",0.5,621,398473794.408758
"CNRM-CM6-1-HR","ssp370",0.5,621,369401779.739416
"MPI-ESM1-2-LR","ssp370",0.5,621,220240548.847251
"ACCESS-CM2","historical",0.2,622,681021911.658273
"CNRM-CM6-1-HR","historical",0.2,622,913988099.541619
"MPI-ESM1-2-LR","historical",0.2,622,737305207.414149
"ACCESS-CM2","ssp126",0.2,622,688416700.707318
"CNRM-CM6-1-HR","ssp126",0.2,622,688419370.07158
"MPI-ESM1-2-LR","ssp126",0.2,622,769964448.112926
"ACCESS-CM2","ssp245",0.2,622,823943604.505393
"CNRM-CM6-1-HR","ssp245",0.2,622,654218736.624055
"MPI-ESM1-2-LR","ssp245",0.2,622,543464376.450951
"ACCESS-CM2","ssp370",0.2,622,591002189.052672
"CNRM-CM6-1-HR","ssp370",0.2,622,672921580.749426
"MPI-ESM1-2-LR","ssp370",0.2,622,491313331.133221
"ACCESS-CM2","historical",0.5,622,407519521.654467
"CNRM-CM6-1-HR","historical",0.5,622,517973519.635729
"MPI-ESM1-2-LR","historical",0.5,622,350138374.659797
"ACCESS-CM2","ssp126",0.5,622,317887480.394821
"CNRM-CM6-1-HR","ssp126",0.5,622,302338035.882844
"MPI-ESM1-2-LR","ssp126",0.5,622,407997528.866199
"ACCESS-CM2","ssp245",0.5,622,338707168.541009
"CNRM-CM6-1-HR","ssp245",0.5,622,263630798.996744
"MPI-ESM1-2-LR","ssp245",0.5,622,227310248.434858
"ACCESS-CM2","ssp370",0.5,622,377978837.545308
"CNRM-CM6-1-HR","ssp370",0.5,622,350416684.585213
"MPI-ESM1-2-LR","ssp370",0.5,622,208847285.072603
"ACCESS-CM2","historical",0.2,623,780862662.243841
"CNRM-CM6-1-HR","historical",0.2,623,1047914877.92526
"MPI-ESM1-2-LR","historical",0.2,623,845540478.481458
"ACCESS-CM2","ssp126",0.2,623,789256935.033576
"CNRM-CM6-1-HR","ssp126",0.2,623,789270854.00579
"MPI-ESM1-2-LR","ssp126",0.2,623,882594832.855876
"ACCESS-CM2","ssp245",0.2,623,944893609.287811
"CNRM-CM6-1-HR","ssp245",0.2,623,750021864.687345
"MPI-ESM1-2-LR","ssp245",0.2,623,622910288.384794
"ACCESS-CM2","ssp370",0.2,623,677347461.496221
"CNRM-CM6-1-HR","ssp370",0.2,623,771421389.10326
"MPI-ESM1-2-LR","ssp370",0.2,623,563281466.327278
"ACCESS-CM2","historical",0.5,623,467208233.681291
"CNRM-CM6-1-HR","historical",0.5,623,593664936.665099
"MPI-ESM1-2-LR","historical",0.5,623,401505675.572325
"ACCESS-CM2","ssp126",0.5,623,364534368.671083
"CNRM-CM6-1-HR","ssp126",0.5,623,346560023.836735
"MPI-ESM1-2-LR","ssp126",0.5,623,467562651.859982
"ACCESS-CM2","ssp245",0.5,623,388308622.306917
"CNRM-CM6-1-HR","ssp245",0.5,623,302139325.484278
"MPI-ESM1-2-LR","ssp245",0.5,623,260616737.265446
"ACCESS-CM2","ssp370",0.5,623,433151535.350722
"CNRM-CM6-1-HR","ssp370",0.5,623,401550742.969417
"MPI-ESM1-2-LR","ssp370",0.5,623,239407359.36331
"ACCESS-CM2","historical",0.2,624,594753105.445312
"CNRM-CM6-1-HR","historical",0.2,624,798217292.695613
"MPI-ESM1-2-LR","historical",0.2,624,643941695.901586
"ACCESS-CM2","ssp126",0.2,624,601185108.034739
"CNRM-CM6-1-HR","ssp126",0.2,624,601177851.206762
"MPI-ESM1-2-LR","ssp126",0.2,624,672371301.092133
"ACCESS-CM2","ssp245",0.2,624,719560715.413721
"CNRM-CM6-1-HR","ssp245",0.2,624,571321420.918504
"MPI-ESM1-2-LR","ssp245",0.2,624,474553200.551408
"ACCESS-CM2","ssp370",0.2,624,516012808.461381
"CNRM-CM6-1-HR","ssp370",0.2,624,587634119.280992
"MPI-ESM1-2-LR","ssp370",0.2,624,429024054.69236
"ACCESS-CM2","historical",0.5,624,355883344.353018
"CNRM-CM6-1-HR","historical",0.5,624,452284679.146488
"MPI-ESM1-2-LR","historical",0.5,624,305771584.579443
"ACCESS-CM2","ssp126",0.5,624,277591090.574772
"CNRM-CM6-1-HR","ssp126",0.5,624,263958487.464008
"MPI-ESM1-2-LR","ssp126",0.5,624,356223328.204151
"ACCESS-CM2","ssp245",0.5,624,295713292.471902
"CNRM-CM6-1-HR","ssp245",0.5,624,230154758.903355
"MPI-ESM1-2-LR","ssp245",0.5,624,198472965.925006
"ACCESS-CM2","ssp370",0.5,624,329972102.784396
"CNRM-CM6-1-HR","ssp370",0.5,624,305920717.396186
"MPI-ESM1-2-LR","ssp370",0.5,624,182309264.083619
"ACCESS-CM2","historical",0.2,625,782225635.240511
"CNRM-CM6-1-HR","historical",0.2,625,1049815133.98445
"MPI-ESM1-2-LR","historical",0.2,625,846875878.282906
"ACCESS-CM2","ssp126",0.2,625,790718073.781507
"CNRM-CM6-1-HR","ssp126",0.2,625,790723832.18064
"MPI-ESM1-2-LR","ssp126",0.2,625,884386496.093217
"ACCESS-CM2","ssp245",0.2,625,946391208.445827
"CNRM-CM6-1-HR","ssp245",0.2,625,751439348.84604
"MPI-ESM1-2-LR","ssp245",0.2,625,624224940.66035
"ACCESS-CM2","ssp370",0.2,625,678827161.436782
"CNRM-CM6-1-HR","ssp370",0.2,625,772922863.419567
"MPI-ESM1-2-LR","ssp370",0.2,625,564324863.84439
"ACCESS-CM2","historical",0.5,625,468074955.061142
"CNRM-CM6-1-HR","historical",0.5,625,594945096.360411
"MPI-ESM1-2-LR","historical",0.5,625,402167790.802845
"ACCESS-CM2","ssp126",0.5,625,365124162.885784
"CNRM-CM6-1-HR","ssp126",0.5,625,347266733.28561
"MPI-ESM1-2-LR","ssp126",0.5,625,468625822.481343
"ACCESS-CM2","ssp245",0.5,625,389038607.730702
"CNRM-CM6-1-HR","ssp245",0.5,625,302806922.31835
"MPI-ESM1-2-LR","ssp245",0.5,625,261086508.416977
"ACCESS-CM2","ssp370",0.5,625,434147964.910503
"CNRM-CM6-1-HR","ssp370",0.5,625,402491260.344514
"MPI-ESM1-2-LR","ssp370",0.5,625,239883199.256847
"ACCESS-CM2","historical",0.2,626,612638950.616578
"CNRM-CM6-1-HR","historical",0.2,626,822169938.219558
"MPI-ESM1-2-LR","historical",0.2,626,663329896.055394
"ACCESS-CM2","ssp126",0.2,626,619256513.03523
"CNRM-CM6-1-HR","ssp126",0.2,626,619259992.554615
"MPI-ESM1-2-LR","ssp126",0.2,626,692533591.09528
"ACCESS-CM2","ssp245",0.2,626,741277908.081924
"CNRM-CM6-1-HR","ssp245",0.2,626,588478153.19976
"MPI-ESM1-2-LR","ssp245",0.2,626,488794616.452501
"ACCESS-CM2","ssp370",0.2,626,531533675.922708
"CNRM-CM6-1-HR","ssp370",0.2,626,605280822.312386
"MPI-ESM1-2-LR","ssp370",0.2,626,441959569.492752
"ACCESS-CM2","historical",0.5,626,366583781.077679
"CNRM-CM6-1-HR","historical",0.5,626,465857822.676137
"MPI-ESM1-2-LR","historical",0.5,626,315007453.487992
"ACCESS-CM2","ssp126",0.5,626,286001559.817636
"CNRM-CM6-1-HR","ssp126",0.5,626,271943832.720297
"MPI-ESM1-2-LR","ssp126",0.5,626,366926524.403273
"ACCESS-CM2","ssp245",0.5,626,304690428.001792
"CNRM-CM6-1-HR","ssp245",0.5,626,237104796.386195
"MPI-ESM1-2-LR","ssp245",0.5,626,204491439.213916
"ACCESS-CM2","ssp370",0.5,626,339928491.199234
"CNRM-CM6-1-HR","ssp370",0.5,626,315128600.159516
"MPI-ESM1-2-LR","ssp370",0.5,626,187862041.634795
"ACCESS-CM2","historical",0.2,627,639426939.002801
"CNRM-CM6-1-HR","historical",0.2,627,858215755.20206
"MPI-ESM1-2-LR","historical",0.2,627,692164764.452574
"ACCESS-CM2","ssp126",0.2,627,646427442.913228
"CNRM-CM6-1-HR","ssp126",0.2,627,646403493.944562
"MPI-ESM1-2-LR","ssp126",0.2,627,723103766.779888
"ACCESS-CM2","ssp245",0.2,627,773461931.028299
"CNRM-CM6-1-HR","ssp245",0.2,627,614333869.72573
"MPI-ESM1-2-LR","ssp245",0.2,627,510420810.656396
"ACCESS-CM2","ssp370",0.2,627,555074016.791277
"CNRM-CM6-1-HR","ssp370",0.2,627,631913010.873859
"MPI-ESM1-2-LR","ssp370",0.2,627,461320014.52603
"ACCESS-CM2","historical",0.5,627,382683034.906654
"CNRM-CM6-1-HR","historical",0.5,627,486500256.219034
"MPI-ESM1-2-LR","historical",0.5,627,328725031.180402
"ACCESS-CM2","ssp126",0.5,627,298426824.394566
"CNRM-CM6-1-HR","ssp126",0.5,627,283901724.279112
"MPI-ESM1-2-LR","ssp126",0.5,627,383232958.35445
"ACCESS-CM2","ssp245",0.5,627,318011222.307261
"CNRM-CM6-1-HR","ssp245",0.5,627,247593588.591175
"MPI-ESM1-2-LR","ssp245",0.5,627,213423925.002463
"ACCESS-CM2","ssp370",0.5,627,355008249.710752
"CNRM-CM6-1-HR","ssp370",0.5,627,329136556.950919
"MPI-ESM1-2-LR","ssp370",0.5,627,196080686.807468
"ACCESS-CM2","historical",0.2,628,742862500.948743
"CNRM-CM6-1-HR","historical",0.2,628,996932268.641779
"MPI-ESM1-2-LR","historical",0.2,628,804357400.464748
"ACCESS-CM2","ssp126",0.2,628,750869453.569792
"CNRM-CM6-1-HR","ssp126",0.2,628,750880631.495709
"MPI-ESM1-2-LR","ssp126",0.2,628,839704047.990475
"ACCESS-CM2","ssp245",0.2,628,898876526.252599
"CNRM-CM6-1-HR","ssp245",0.2,628,713548254.359254
"MPI-ESM1-2-LR","ssp245",0.2,628,592653457.343154
"ACCESS-CM2","ssp370",0.2,628,644462039.872731
"CNRM-CM6-1-HR","ssp370",0.2,628,733918083.570196
"MPI-ESM1-2-LR","ssp370",0.2,628,535887719.002646
"ACCESS-CM2","historical",0.5,628,444486133.050441
"CNRM-CM6-1-HR","historical",0.5,628,564835943.221124
"MPI-ESM1-2-LR","historical",0.5,628,381960508.480768
"ACCESS-CM2","ssp126",0.5,628,346788047.498139
"CNRM-CM6-1-HR","ssp126",0.5,628,329724720.395754
"MPI-ESM1-2-LR","ssp126",0.5,628,444872612.365846
"ACCESS-CM2","ssp245",0.5,628,369432166.426587
"CNRM-CM6-1-HR","ssp245",0.5,628,287474381.211901
"MPI-ESM1-2-LR","ssp245",0.5,628,247942453.801307
"ACCESS-CM2","ssp370",0.5,628,412137021.982757
"CNRM-CM6-1-HR","ssp370",0.5,628,382071597.899908
"MPI-ESM1-2-LR","ssp370",0.5,628,227776833.50345
"ACCESS-CM2","historical",0.2,629,610778075.428917
"CNRM-CM6-1-HR","historical",0.2,629,819723241.43706
"MPI-ESM1-2-LR","historical",0.2,629,661274486.671085
"ACCESS-CM2","ssp126",0.2,629,617394385.968441
"CNRM-CM6-1-HR","ssp126",0.2,629,617387380.54805
"MPI-ESM1-2-LR","ssp126",0.2,629,690513341.2973
"ACCESS-CM2","ssp245",0.2,629,738941421.402129
"CNRM-CM6-1-HR","ssp245",0.2,629,586725155.966215
"MPI-ESM1-2-LR","ssp245",0.2,629,487367953.159906
"ACCESS-CM2","ssp370",0.2,629,529962499.890141
"CNRM-CM6-1-HR","ssp370",0.2,629,603484379.475603
"MPI-ESM1-2-LR","ssp370",0.2,629,440599509.342634
"ACCESS-CM2","historical",0.5,629,365480612.275189
"CNRM-CM6-1-HR","historical",0.5,629,464502472.727694
"MPI-ESM1-2-LR","historical",0.5,629,314013354.637083
"ACCESS-CM2","ssp126",0.5,629,285077089.139991
"CNRM-CM6-1-HR","ssp126",0.5,629,271095964.230408
"MPI-ESM1-2-LR","ssp126",0.5,629,365857367.235387
"ACCESS-CM2","ssp245",0.5,629,303707063.719186
"CNRM-CM6-1-HR","ssp245",0.5,629,236383485.027546
"MPI-ESM1-2-LR","ssp245",0.5,629,203834068.622647
"ACCESS-CM2","ssp370",0.5,629,338906389.403603
"CNRM-CM6-1-HR","ssp370",0.5,629,314201176.395621
"MPI-ESM1-2-LR","ssp370",0.5,629,187244822.027243
"ACCESS-CM2","historical",0.2,630,590473063.825778
"CNRM-CM6-1-HR","historical",0.2,630,792474719.843872
"MPI-ESM1-2-LR","historical",0.2,630,639281853.340785
"ACCESS-CM2","ssp126",0.2,630,596873961.694227
"CNRM-CM6-1-HR","ssp126",0.2,630,596862954.399063
"MPI-ESM1-2-LR","ssp126",0.2,630,667568139.225979
"ACCESS-CM2","ssp245",0.2,630,714359000.62371
"CNRM-CM6-1-HR","ssp245",0.2,630,567225457.157658
"MPI-ESM1-2-LR","ssp245",0.2,630,471175908.707867
"ACCESS-CM2","ssp370",0.2,630,512353343.360598
"CNRM-CM6-1-HR","ssp370",0.2,630,583427126.514923
"MPI-ESM1-2-LR","ssp370",0.2,630,425951531.625805
"ACCESS-CM2","historical",0.5,630,353336839.170597
"CNRM-CM6-1-HR","historical",0.5,630,449071929.339657
"MPI-ESM1-2-LR","historical",0.5,630,303573438.497944
"ACCESS-CM2","ssp126",0.5,630,275597129.423186
"CNRM-CM6-1-HR","ssp126",0.5,630,262082874.746348
"MPI-ESM1-2-LR","ssp126",0.5,630,353704978.397251
"ACCESS-CM2","ssp245",0.5,630,293607574.71995
"CNRM-CM6-1-HR","ssp245",0.5,630,228527504.538737
"MPI-ESM1-2-LR","ssp245",0.5,630,197057769.145147
"ACCESS-CM2","ssp370",0.5,630,327644154.593009
"CNRM-CM6-1-HR","ssp370",0.5,630,303760850.977095
"MPI-ESM1-2-LR","ssp370",0.5,630,181015677.505343
"ACCESS-CM2","historical",0.2,631,560453185.404365
"CNRM-CM6-1-HR","historical",0.2,631,752142339.070819
"MPI-ESM1-2-LR","historical",0.2,631,606843554.627985
"ACCESS-CM2","ssp126",0.2,631,566495217.941462
"CNRM-CM6-1-HR","ssp126",0.2,631,566498122.693461
"MPI-ESM1-2-LR","ssp126",0.2,631,633520128.263747
"ACCESS-CM2","ssp245",0.2,631,678138248.491305
"CNRM-CM6-1-HR","ssp245",0.2,631,538340434.931209
"MPI-ESM1-2-LR","ssp245",0.2,631,447129834.502657
"ACCESS-CM2","ssp370",0.2,631,486207178.837724
"CNRM-CM6-1-HR","ssp370",0.2,631,553705392.008109
"MPI-ESM1-2-LR","ssp370",0.2,631,404292446.428301
"ACCESS-CM2","historical",0.5,631,335347083.14107
"CNRM-CM6-1-HR","historical",0.5,631,426143179.497311
"MPI-ESM1-2-LR","historical",0.5,631,288166383.317338
"ACCESS-CM2","ssp126",0.5,631,261625772.196054
"CNRM-CM6-1-HR","ssp126",0.5,631,248748107.96795
"MPI-ESM1-2-LR","ssp126",0.5,631,335632658.605376
"ACCESS-CM2","ssp245",0.5,631,278700813.453001
"CNRM-CM6-1-HR","ssp245",0.5,631,216875964.712681
"MPI-ESM1-2-LR","ssp245",0.5,631,187052781.07094
"ACCESS-CM2","ssp370",0.5,631,310923636.892659
"CNRM-CM6-1-HR","ssp370",0.5,631,288244891.449094
"MPI-ESM1-2-LR","ssp370",0.5,631,171828960.72023
"ACCESS-CM2","historical",0.2,632,666823086.034526
"CNRM-CM6-1-HR","historical",0.2,632,894960338.549817
"MPI-ESM1-2-LR","historical",0.2,632,721902435.447414
"ACCESS-CM2","ssp126",0.2,632,674072987.064287
"CNRM-CM6-1-HR","ssp126",0.2,632,674050781.911463
"MPI-ESM1-2-LR","ssp126",0.2,632,753947100.25887
"ACCESS-CM2","ssp245",0.2,632,806672207.563824
"CNRM-CM6-1-HR","ssp245",0.2,632,640594944.791979
"MPI-ESM1-2-LR","ssp245",0.2,632,532156022.904294
"ACCESS-CM2","ssp370",0.2,632,578667241.950761
"CNRM-CM6-1-HR","ssp370",0.2,632,658898796.099182
"MPI-ESM1-2-LR","ssp370",0.2,632,481035635.454216
"ACCESS-CM2","historical",0.5,632,399045314.909849
"CNRM-CM6-1-HR","historical",0.5,632,507199251.320271
"MPI-ESM1-2-LR","historical",0.5,632,342818204.197056
"ACCESS-CM2","ssp126",0.5,632,311219241.327601
"CNRM-CM6-1-HR","ssp126",0.5,632,295985018.793571
"MPI-ESM1-2-LR","ssp126",0.5,632,399498985.069167
"ACCESS-CM2","ssp245",0.5,632,331573661.538405
"CNRM-CM6-1-HR","ssp245",0.5,632,258103232.880956
"MPI-ESM1-2-LR","ssp245",0.5,632,222540052.151292
"ACCESS-CM2","ssp370",0.5,632,370055581.888655
"CNRM-CM6-1-HR","ssp370",0.5,632,343085137.849001
"MPI-ESM1-2-LR","ssp370",0.5,632,204421357.611814
"ACCESS-CM2","historical",0.2,633,666840138.553892
"CNRM-CM6-1-HR","historical",0.2,633,894919323.063563
"MPI-ESM1-2-LR","historical",0.2,633,722030923.442971
"ACCESS-CM2","ssp126",0.2,633,674032841.219323
"CNRM-CM6-1-HR","ssp126",0.2,633,674037336.58729
"MPI-ESM1-2-LR","ssp126",0.2,633,753788546.703905
"ACCESS-CM2","ssp245",0.2,633,806861332.579429
"CNRM-CM6-1-HR","ssp245",0.2,633,640534833.402974
"MPI-ESM1-2-LR","ssp245",0.2,633,532016050.910479
"ACCESS-CM2","ssp370",0.2,633,578516306.810073
"CNRM-CM6-1-HR","ssp370",0.2,633,658819417.241099
"MPI-ESM1-2-LR","ssp370",0.2,633,481040993.469234
"ACCESS-CM2","historical",0.5,633,399004756.29296
"CNRM-CM6-1-HR","historical",0.5,633,507046253.144215
"MPI-ESM1-2-LR","historical",0.5,633,342865368.94227
"ACCESS-CM2","ssp126",0.5,633,311287185.359564
"CNRM-CM6-1-HR","ssp126",0.5,633,295973544.972153
"MPI-ESM1-2-LR","ssp126",0.5,633,399355597.827752
"ACCESS-CM2","ssp245",0.5,633,331610030.153859
"CNRM-CM6-1-HR","ssp245",0.5,633,258052478.450254
"MPI-ESM1-2-LR","ssp245",0.5,633,222561277.989695
"ACCESS-CM2","ssp370",0.5,633,369958296.160078
"CNRM-CM6-1-HR","ssp370",0.5,633,342974051.367885
"MPI-ESM1-2-LR","ssp370",0.5,633,204452098.826076
"ACCESS-CM2","historical",0.2,634,625898154.790295
"CNRM-CM6-1-HR","historical",0.2,634,840071978.585388
"MPI-ESM1-2-LR","historical",0.2,634,677538387.256457
"ACCESS-CM2","ssp126",0.2,634,632737594.560745
"CNRM-CM6-1-HR","ssp126",0.2,634,632712278.09364
"MPI-ESM1-2-LR","ssp126",0.2,634,707784916.695543
"ACCESS-CM2","ssp245",0.2,634,757091436.986799
"CNRM-CM6-1-HR","ssp245",0.2,634,601327911.407239
"MPI-ESM1-2-LR","ssp245",0.2,634,499591213.113091
"ACCESS-CM2","ssp370",0.2,634,543269924.69167
"CNRM-CM6-1-HR","ssp370",0.2,634,618527058.574399
"MPI-ESM1-2-LR","ssp370",0.2,634,451531559.583868
"ACCESS-CM2","historical",0.5,634,374574366.169607
"CNRM-CM6-1-HR","historical",0.5,634,476172222.86751
"MPI-ESM1-2-LR","historical",0.5,634,321755697.156303
"ACCESS-CM2","ssp126",0.5,634,292089181.409309
"CNRM-CM6-1-HR","ssp126",0.5,634,277851990.341056
"MPI-ESM1-2-LR","ssp126",0.5,634,375079830.18284
"ACCESS-CM2","ssp245",0.5,634,311230038.885834
"CNRM-CM6-1-HR","ssp245",0.5,634,242313403.549946
"MPI-ESM1-2-LR","ssp245",0.5,634,208878851.769063
"ACCESS-CM2","ssp370",0.5,634,347434012.196235
"CNRM-CM6-1-HR","ssp370",0.5,634,322123149.883725
"MPI-ESM1-2-LR","ssp370",0.5,634,191886704.680003
"ACCESS-CM2","historical",0.2,635,604351103.189019
"CNRM-CM6-1-HR","historical",0.2,635,811055595.230917
"MPI-ESM1-2-LR","historical",0.2,635,654336171.318139
"ACCESS-CM2","ssp126",0.2,635,610890483.032317
"CNRM-CM6-1-HR","ssp126",0.2,635,610891200.450484
"MPI-ESM1-2-LR","ssp126",0.2,635,683197424.571045
"ACCESS-CM2","ssp245",0.2,635,731226739.652252
"CNRM-CM6-1-HR","ssp245",0.2,635,580530829.308381
"MPI-ESM1-2-LR","ssp245",0.2,635,482212346.813141
"ACCESS-CM2","ssp370",0.2,635,524381772.448536
"CNRM-CM6-1-HR","ssp370",0.2,635,597111592.326717
"MPI-ESM1-2-LR","ssp370",0.2,635,435987825.452375
"ACCESS-CM2","historical",0.5,635,361633543.217621
"CNRM-CM6-1-HR","historical",0.5,635,459588443.66038
"MPI-ESM1-2-LR","historical",0.5,635,310741962.946575
"ACCESS-CM2","ssp126",0.5,635,282127152.430709
"CNRM-CM6-1-HR","ssp126",0.5,635,268277320.837509
"MPI-ESM1-2-LR","ssp126",0.5,635,361995706.973628
"ACCESS-CM2","ssp245",0.5,635,300575030.562854
"CNRM-CM6-1-HR","ssp245",0.5,635,233915096.53432
"MPI-ESM1-2-LR","ssp245",0.5,635,201727919.810889
"ACCESS-CM2","ssp370",0.5,635,335360347.943214
"CNRM-CM6-1-HR","ssp370",0.5,635,310895517.726861
"MPI-ESM1-2-LR","ssp370",0.5,635,185326743.926528
"ACCESS-CM2","historical",0.2,636,667072441.986684
"CNRM-CM6-1-HR","historical",0.2,636,895247648.139658
"MPI-ESM1-2-LR","historical",0.2,636,722279000.773307
"ACCESS-CM2","ssp126",0.2,636,674268025.985487
"CNRM-CM6-1-HR","ssp126",0.2,636,674271134.777314
"MPI-ESM1-2-LR","ssp126",0.2,636,754065937.508363
"ACCESS-CM2","ssp245",0.2,636,807124554.827769
"CNRM-CM6-1-HR","ssp245",0.2,636,640763392.098277
"MPI-ESM1-2-LR","ssp245",0.2,636,532206569.153007
"ACCESS-CM2","ssp370",0.2,636,578712667.047767
"CNRM-CM6-1-HR","ssp370",0.2,636,659054997.877711
"MPI-ESM1-2-LR","ssp370",0.2,636,481197394.024907
"ACCESS-CM2","historical",0.5,636,399140925.004518
"CNRM-CM6-1-HR","historical",0.5,636,507226879.049272
"MPI-ESM1-2-LR","historical",0.5,636,342971051.309034
"ACCESS-CM2","ssp126",0.5,636,311375378.166965
"CNRM-CM6-1-HR","ssp126",0.5,636,296060998.794458
"MPI-ESM1-2-LR","ssp126",0.5,636,399492918.159411
"ACCESS-CM2","ssp245",0.5,636,331698294.996352
"CNRM-CM6-1-HR","ssp245",0.5,636,258131559.724007
