"model","ssp_scenario","threshold_val","sample_id","Damage"
"ACCESS-CM2","historical",0.5,19,393377049.330061
"CNRM-CM6-1-HR","historical",0.5,19,499930925.132889
"MPI-ESM1-2-LR","historical",0.5,19,338037727.491666
"ACCESS-CM2","ssp126",0.5,19,306922154.881231
"CNRM-CM6-1-HR","ssp126",0.5,19,291860605.118183
"MPI-ESM1-2-LR","ssp126",0.5,19,393780079.949518
"ACCESS-CM2","ssp245",0.5,19,327007960.672424
"CNRM-CM6-1-HR","ssp245",0.5,19,254472598.238726
"MPI-ESM1-2-LR","ssp245",0.5,19,219460420.636909
"ACCESS-CM2","ssp370",0.5,19,364832169.941848
"CNRM-CM6-1-HR","ssp370",0.5,19,338208082.403916
"MPI-ESM1-2-LR","ssp370",0.5,19,201638389.138868
"ACCESS-CM2","historical",0.2,20,830104456.392104
"CNRM-CM6-1-HR","historical",0.2,20,1114066398.16989
"MPI-ESM1-2-LR","historical",0.2,20,898735907.497575
"ACCESS-CM2","ssp126",0.2,20,839100139.222164
"CNRM-CM6-1-HR","ssp126",0.2,20,839104520.995149
"MPI-ESM1-2-LR","ssp126",0.2,20,938475192.904958
"ACCESS-CM2","ssp245",0.2,20,1004333747.10783
"CNRM-CM6-1-HR","ssp245",0.2,20,797413479.77294
"MPI-ESM1-2-LR","ssp245",0.2,20,662389564.243093
"ACCESS-CM2","ssp370",0.2,20,720312012.392351
"CNRM-CM6-1-HR","ssp370",0.2,20,820201774.06872
"MPI-ESM1-2-LR","ssp370",0.2,20,598845412.814969
"ACCESS-CM2","historical",0.5,20,496716177.733463
"CNRM-CM6-1-HR","historical",0.5,20,631314039.404256
"MPI-ESM1-2-LR","historical",0.5,20,426784636.73413
"ACCESS-CM2","ssp126",0.5,20,387470691.926145
"CNRM-CM6-1-HR","ssp126",0.5,20,368489846.731036
"MPI-ESM1-2-LR","ssp126",0.5,20,497258337.211091
"ACCESS-CM2","ssp245",0.5,20,412822386.350975
"CNRM-CM6-1-HR","ssp245",0.5,20,321304587.062148
"MPI-ESM1-2-LR","ssp245",0.5,20,277054619.154166
"ACCESS-CM2","ssp370",0.5,20,460661682.373214
"CNRM-CM6-1-HR","ssp370",0.5,20,427072227.271753
"MPI-ESM1-2-LR","ssp370",0.5,20,254538031.267169
"ACCESS-CM2","historical",0.2,21,619189858.535377
"CNRM-CM6-1-HR","historical",0.2,21,830933711.83725
"MPI-ESM1-2-LR","historical",0.2,21,670476581.968251
"ACCESS-CM2","ssp126",0.2,21,625849357.638542
"CNRM-CM6-1-HR","ssp126",0.2,21,625864984.008663
"MPI-ESM1-2-LR","ssp126",0.2,21,699853139.243085
"ACCESS-CM2","ssp245",0.2,21,749282031.631561
"CNRM-CM6-1-HR","ssp245",0.2,21,594733312.606189
"MPI-ESM1-2-LR","ssp245",0.2,21,493945148.501413
"ACCESS-CM2","ssp370",0.2,21,537131124.405406
"CNRM-CM6-1-HR","ssp370",0.2,21,611705406.680751
"MPI-ESM1-2-LR","ssp370",0.2,21,446677610.362993
"ACCESS-CM2","historical",0.5,21,370478212.489242
"CNRM-CM6-1-HR","historical",0.5,21,470756647.01919
"MPI-ESM1-2-LR","historical",0.5,21,318391281.954797
"ACCESS-CM2","ssp126",0.5,21,289083824.823339
"CNRM-CM6-1-HR","ssp126",0.5,21,274836103.16861
"MPI-ESM1-2-LR","ssp126",0.5,21,370771679.072449
"ACCESS-CM2","ssp245",0.5,21,307953151.552029
"CNRM-CM6-1-HR","ssp245",0.5,21,239606981.456665
"MPI-ESM1-2-LR","ssp245",0.5,21,206680651.808574
"ACCESS-CM2","ssp370",0.5,21,343503878.491384
"CNRM-CM6-1-HR","ssp370",0.5,21,318434774.739962
"MPI-ESM1-2-LR","ssp370",0.5,21,189875554.999725
"ACCESS-CM2","historical",0.2,22,848958048.98614
"CNRM-CM6-1-HR","historical",0.2,22,1139335822.10733
"MPI-ESM1-2-LR","historical",0.2,22,919228642.55712
"ACCESS-CM2","ssp126",0.2,22,858113742.566115
"CNRM-CM6-1-HR","ssp126",0.2,22,858132564.00636
"MPI-ESM1-2-LR","ssp126",0.2,22,959663311.156668
"ACCESS-CM2","ssp245",0.2,22,1027245662.51549
"CNRM-CM6-1-HR","ssp245",0.2,22,815470465.175016
"MPI-ESM1-2-LR","ssp245",0.2,22,677317086.220196
"ACCESS-CM2","ssp370",0.2,22,736528192.54928
"CNRM-CM6-1-HR","ssp370",0.2,22,838757805.815146
"MPI-ESM1-2-LR","ssp370",0.2,22,612424348.212784
"ACCESS-CM2","historical",0.5,22,507960013.826131
"CNRM-CM6-1-HR","historical",0.5,22,645525436.807844
"MPI-ESM1-2-LR","historical",0.5,22,436495009.25474
"ACCESS-CM2","ssp126",0.5,22,396295973.58284
"CNRM-CM6-1-HR","ssp126",0.5,22,376819498.555996
"MPI-ESM1-2-LR","ssp126",0.5,22,508426621.641031
"ACCESS-CM2","ssp245",0.5,22,422183717.080051
"CNRM-CM6-1-HR","ssp245",0.5,22,328539202.274513
"MPI-ESM1-2-LR","ssp245",0.5,22,283339981.360013
"ACCESS-CM2","ssp370",0.5,22,471015949.732801
"CNRM-CM6-1-HR","ssp370",0.5,22,436663115.366362
"MPI-ESM1-2-LR","ssp370",0.5,22,260306275.140923
"ACCESS-CM2","historical",0.2,23,674831336.844003
"CNRM-CM6-1-HR","historical",0.2,23,905719138.321472
"MPI-ESM1-2-LR","historical",0.2,23,730543247.036348
"ACCESS-CM2","ssp126",0.2,23,682190189.932258
"CNRM-CM6-1-HR","ssp126",0.2,23,682179575.410823
"MPI-ESM1-2-LR","ssp126",0.2,23,763066618.582352
"ACCESS-CM2","ssp245",0.2,23,816361329.784816
"CNRM-CM6-1-HR","ssp245",0.2,23,648315144.388894
"MPI-ESM1-2-LR","ssp245",0.2,23,538609572.236057
"ACCESS-CM2","ssp370",0.2,23,585721090.225629
"CNRM-CM6-1-HR","ssp370",0.2,23,666859881.144274
"MPI-ESM1-2-LR","ssp370",0.2,23,486849891.296744
"ACCESS-CM2","historical",0.5,23,403840385.901002
"CNRM-CM6-1-HR","historical",0.5,23,513356644.03538
"MPI-ESM1-2-LR","historical",0.5,23,346930878.186577
"ACCESS-CM2","ssp126",0.5,23,314960467.17698
"CNRM-CM6-1-HR","ssp126",0.5,23,299598701.641165
"MPI-ESM1-2-LR","ssp126",0.5,23,404372778.113025
"ACCESS-CM2","ssp245",0.5,23,335608729.211818
"CNRM-CM6-1-HR","ssp245",0.5,23,261264831.086372
"MPI-ESM1-2-LR","ssp245",0.5,23,225231573.832743
"ACCESS-CM2","ssp370",0.5,23,374600954.409992
"CNRM-CM6-1-HR","ssp370",0.5,23,347298300.354878
"MPI-ESM1-2-LR","ssp370",0.5,23,206932697.653619
"ACCESS-CM2","historical",0.2,24,606020698.723085
"CNRM-CM6-1-HR","historical",0.2,24,813316712.097759
"MPI-ESM1-2-LR","historical",0.2,24,656092467.906216
"ACCESS-CM2","ssp126",0.2,24,612608540.032464
"CNRM-CM6-1-HR","ssp126",0.2,24,612604927.112213
"MPI-ESM1-2-LR","ssp126",0.2,24,685171236.058836
"ACCESS-CM2","ssp245",0.2,24,733193004.457753
"CNRM-CM6-1-HR","ssp245",0.2,24,582171985.316447
"MPI-ESM1-2-LR","ssp245",0.2,24,483625468.46479
"ACCESS-CM2","ssp370",0.2,24,525938221.905889
"CNRM-CM6-1-HR","ssp370",0.2,24,598814354.105424
"MPI-ESM1-2-LR","ssp370",0.2,24,437215813.454732
"ACCESS-CM2","historical",0.5,24,362653985.48989
"CNRM-CM6-1-HR","historical",0.5,24,460945731.191012
"MPI-ESM1-2-LR","historical",0.5,24,311590838.100293
"ACCESS-CM2","ssp126",0.5,24,282895365.757873
"CNRM-CM6-1-HR","ssp126",0.5,24,269057688.751989
"MPI-ESM1-2-LR","ssp126",0.5,24,363085630.359664
"ACCESS-CM2","ssp245",0.5,24,301430121.154984
"CNRM-CM6-1-HR","ssp245",0.5,24,234613700.426707
"MPI-ESM1-2-LR","ssp245",0.5,24,202295505.277376
"ACCESS-CM2","ssp370",0.5,24,336375173.936772
"CNRM-CM6-1-HR","ssp370",0.5,24,311840214.420612
"MPI-ESM1-2-LR","ssp370",0.5,24,185863050.741755
"ACCESS-CM2","historical",0.2,25,685528438.071365
"CNRM-CM6-1-HR","historical",0.2,25,919961819.106234
"MPI-ESM1-2-LR","historical",0.2,25,742299595.926006
"ACCESS-CM2","ssp126",0.2,25,692901167.415727
"CNRM-CM6-1-HR","ssp126",0.2,25,692901576.636703
"MPI-ESM1-2-LR","ssp126",0.2,25,774831221.85355
"ACCESS-CM2","ssp245",0.2,25,829514311.863897
"CNRM-CM6-1-HR","ssp245",0.2,25,658449636.828782
"MPI-ESM1-2-LR","ssp245",0.2,25,546860934.379526
"ACCESS-CM2","ssp370",0.2,25,594649757.931436
"CNRM-CM6-1-HR","ssp370",0.2,25,677229970.974338
"MPI-ESM1-2-LR","ssp370",0.2,25,494510485.530571
"ACCESS-CM2","historical",0.5,25,410185072.739581
"CNRM-CM6-1-HR","historical",0.5,25,521189622.135357
"MPI-ESM1-2-LR","historical",0.5,25,352499947.065834
"ACCESS-CM2","ssp126",0.5,25,320042427.843457
"CNRM-CM6-1-HR","ssp126",0.5,25,304247314.599409
"MPI-ESM1-2-LR","ssp126",0.5,25,410483444.873703
"ACCESS-CM2","ssp245",0.5,25,340907680.315579
"CNRM-CM6-1-HR","ssp245",0.5,25,265251414.247624
"MPI-ESM1-2-LR","ssp245",0.5,25,228811464.961642
"ACCESS-CM2","ssp370",0.5,25,380264926.140526
"CNRM-CM6-1-HR","ssp370",0.5,25,352516905.243717
"MPI-ESM1-2-LR","ssp370",0.5,25,210175213.093979
"ACCESS-CM2","historical",0.2,26,651998439.325828
"CNRM-CM6-1-HR","historical",0.2,26,875052180.836465
"MPI-ESM1-2-LR","historical",0.2,26,705878637.774967
"ACCESS-CM2","ssp126",0.2,26,659080359.393409
"CNRM-CM6-1-HR","ssp126",0.2,26,659082777.11796
"MPI-ESM1-2-LR","ssp126",0.2,26,737168404.662144
"ACCESS-CM2","ssp245",0.2,26,788813020.491465
"CNRM-CM6-1-HR","ssp245",0.2,26,626345951.03282
"MPI-ESM1-2-LR","ssp245",0.2,26,520312562.947371
"ACCESS-CM2","ssp370",0.2,26,565817930.837857
"CNRM-CM6-1-HR","ssp370",0.2,26,644253492.80064
"MPI-ESM1-2-LR","ssp370",0.2,26,470368261.728417
"ACCESS-CM2","historical",0.5,26,390149386.795134
"CNRM-CM6-1-HR","historical",0.5,26,495907172.686179
"MPI-ESM1-2-LR","historical",0.5,26,335204041.996008
"ACCESS-CM2","ssp126",0.5,26,304322423.56396
"CNRM-CM6-1-HR","ssp126",0.5,26,289443887.555908
"MPI-ESM1-2-LR","ssp126",0.5,26,390613685.925802
"ACCESS-CM2","ssp245",0.5,26,324252210.318832
"CNRM-CM6-1-HR","ssp245",0.5,26,252390611.026105
"MPI-ESM1-2-LR","ssp245",0.5,26,217608924.003584
"ACCESS-CM2","ssp370",0.5,26,361866266.873688
"CNRM-CM6-1-HR","ssp370",0.5,26,335485664.944145
"MPI-ESM1-2-LR","ssp370",0.5,26,199932088.956846
"ACCESS-CM2","historical",0.2,27,663458029.354938
"CNRM-CM6-1-HR","historical",0.2,27,890447688.710971
"MPI-ESM1-2-LR","historical",0.2,27,718264923.748487
"ACCESS-CM2","ssp126",0.2,27,670672783.893643
"CNRM-CM6-1-HR","ssp126",0.2,27,670664070.283332
"MPI-ESM1-2-LR","ssp126",0.2,27,750153016.575081
"ACCESS-CM2","ssp245",0.2,27,802629565.281793
"CNRM-CM6-1-HR","ssp245",0.2,27,637367306.618554
"MPI-ESM1-2-LR","ssp245",0.2,27,529478955.086373
"ACCESS-CM2","ssp370",0.2,27,575772544.305984
"CNRM-CM6-1-HR","ssp370",0.2,27,655587979.117737
"MPI-ESM1-2-LR","ssp370",0.2,27,478624122.994473
"ACCESS-CM2","historical",0.5,27,397019089.361528
"CNRM-CM6-1-HR","historical",0.5,27,504646632.000407
"MPI-ESM1-2-LR","historical",0.5,27,341085359.76631
"ACCESS-CM2","ssp126",0.5,27,309651837.333808
"CNRM-CM6-1-HR","ssp126",0.5,27,294515356.779064
"MPI-ESM1-2-LR","ssp126",0.5,27,397495341.461578
"ACCESS-CM2","ssp245",0.5,27,329923593.369781
"CNRM-CM6-1-HR","ssp245",0.5,27,256820668.573466
"MPI-ESM1-2-LR","ssp245",0.5,27,221421449.737506
"ACCESS-CM2","ssp370",0.5,27,368220641.955275
"CNRM-CM6-1-HR","ssp370",0.5,27,341383520.937613
"MPI-ESM1-2-LR","ssp370",0.5,27,203418590.50293
"ACCESS-CM2","historical",0.2,28,585257953.796059
"CNRM-CM6-1-HR","historical",0.2,28,785469767.274658
"MPI-ESM1-2-LR","historical",0.2,28,633658121.237298
"ACCESS-CM2","ssp126",0.2,28,591588640.483073
"CNRM-CM6-1-HR","ssp126",0.2,28,591579481.714368
"MPI-ESM1-2-LR","ssp126",0.2,28,661636309.266982
"ACCESS-CM2","ssp245",0.2,28,708070521.33035
"CNRM-CM6-1-HR","ssp245",0.2,28,562199821.744855
"MPI-ESM1-2-LR","ssp245",0.2,28,466979021.235149
"ACCESS-CM2","ssp370",0.2,28,507778621.94772
"CNRM-CM6-1-HR","ssp370",0.2,28,578251506.593073
"MPI-ESM1-2-LR","ssp370",0.2,28,422176549.291974
"ACCESS-CM2","historical",0.5,28,350205801.227129
"CNRM-CM6-1-HR","historical",0.5,28,445066995.759536
"MPI-ESM1-2-LR","historical",0.5,28,300893609.058381
"ACCESS-CM2","ssp126",0.5,28,273163786.115346
"CNRM-CM6-1-HR","ssp126",0.5,28,259747248.944919
"MPI-ESM1-2-LR","ssp126",0.5,28,350540129.732127
"ACCESS-CM2","ssp245",0.5,28,290997608.811544
"CNRM-CM6-1-HR","ssp245",0.5,28,226483303.388294
"MPI-ESM1-2-LR","ssp245",0.5,28,195309067.40649
"ACCESS-CM2","ssp370",0.5,28,324707874.943847
"CNRM-CM6-1-HR","ssp370",0.5,28,301038403.807643
"MPI-ESM1-2-LR","ssp370",0.5,28,179401538.661929
"ACCESS-CM2","historical",0.2,29,713292965.424963
"CNRM-CM6-1-HR","historical",0.2,29,957278455.762818
"MPI-ESM1-2-LR","historical",0.2,29,772339282.977028
"ACCESS-CM2","ssp126",0.2,29,720980233.576716
"CNRM-CM6-1-HR","ssp126",0.2,29,720991052.750981
"MPI-ESM1-2-LR","ssp126",0.2,29,806301315.837423
"ACCESS-CM2","ssp245",0.2,29,863072941.596811
"CNRM-CM6-1-HR","ssp245",0.2,29,685154903.475624
"MPI-ESM1-2-LR","ssp245",0.2,29,569067639.518214
"ACCESS-CM2","ssp370",0.2,29,618795861.378235
"CNRM-CM6-1-HR","ssp370",0.2,29,704714918.507198
"MPI-ESM1-2-LR","ssp370",0.2,29,514538382.74251
"ACCESS-CM2","historical",0.5,29,426784638.216507
"CNRM-CM6-1-HR","historical",0.5,29,542354479.915664
"MPI-ESM1-2-LR","historical",0.5,29,366732777.794801
"ACCESS-CM2","ssp126",0.5,29,332949859.901966
"CNRM-CM6-1-HR","ssp126",0.5,29,316573417.439373
"MPI-ESM1-2-LR","ssp126",0.5,29,427156689.412601
"ACCESS-CM2","ssp245",0.5,29,354680584.48687
"CNRM-CM6-1-HR","ssp245",0.5,29,276011695.043245
"MPI-ESM1-2-LR","ssp245",0.5,29,238042541.69932
"ACCESS-CM2","ssp370",0.5,29,395707271.639939
"CNRM-CM6-1-HR","ssp370",0.5,29,366853283.706504
"MPI-ESM1-2-LR","ssp370",0.5,29,218674894.01816
"ACCESS-CM2","historical",0.2,30,713302852.337489
"CNRM-CM6-1-HR","historical",0.2,30,957262251.474056
"MPI-ESM1-2-LR","historical",0.2,30,772342333.039871
"ACCESS-CM2","ssp126",0.2,30,720997172.12029
"CNRM-CM6-1-HR","ssp126",0.2,30,721008759.90219
"MPI-ESM1-2-LR","ssp126",0.2,30,806304414.138882
"ACCESS-CM2","ssp245",0.2,30,863106291.85484
"CNRM-CM6-1-HR","ssp245",0.2,30,685161319.262264
"MPI-ESM1-2-LR","ssp245",0.2,30,569085928.331141
"ACCESS-CM2","ssp370",0.2,30,618842885.494699
"CNRM-CM6-1-HR","ssp370",0.2,30,704724349.428098
"MPI-ESM1-2-LR","ssp370",0.2,30,514573383.160445
"ACCESS-CM2","historical",0.5,30,426803145.415535
"CNRM-CM6-1-HR","historical",0.5,30,542376823.989651
"MPI-ESM1-2-LR","historical",0.5,30,366763658.949529
"ACCESS-CM2","ssp126",0.5,30,332992944.853943
"CNRM-CM6-1-HR","ssp126",0.5,30,316619065.97856
"MPI-ESM1-2-LR","ssp126",0.5,30,427189699.003207
"ACCESS-CM2","ssp245",0.5,30,354747018.624229
"CNRM-CM6-1-HR","ssp245",0.5,30,276050671.842941
"MPI-ESM1-2-LR","ssp245",0.5,30,238083970.133876
"ACCESS-CM2","ssp370",0.5,30,395761731.590735
"CNRM-CM6-1-HR","ssp370",0.5,30,366889423.763665
"MPI-ESM1-2-LR","ssp370",0.5,30,218727170.1198
"ACCESS-CM2","historical",0.2,31,723934754.388303
"CNRM-CM6-1-HR","historical",0.2,31,971476572.284242
"MPI-ESM1-2-LR","historical",0.2,31,783938790.610099
"ACCESS-CM2","ssp126",0.2,31,731697533.87943
"CNRM-CM6-1-HR","ssp126",0.2,31,731723474.673789
"MPI-ESM1-2-LR","ssp126",0.2,31,818174852.409999
"ACCESS-CM2","ssp245",0.2,31,876090962.638844
"CNRM-CM6-1-HR","ssp245",0.2,31,695310172.991209
"MPI-ESM1-2-LR","ssp245",0.2,31,577441739.073919
"ACCESS-CM2","ssp370",0.2,31,627922436.236525
"CNRM-CM6-1-HR","ssp370",0.2,31,715144212.158013
"MPI-ESM1-2-LR","ssp370",0.2,31,522230135.608773
"ACCESS-CM2","historical",0.5,31,433131327.284468
"CNRM-CM6-1-HR","historical",0.5,31,550325597.563234
"MPI-ESM1-2-LR","historical",0.5,31,372263357.726132
"ACCESS-CM2","ssp126",0.5,31,338003724.283467
"CNRM-CM6-1-HR","ssp126",0.5,31,321311770.261508
"MPI-ESM1-2-LR","ssp126",0.5,31,433428935.497578
"ACCESS-CM2","ssp245",0.5,31,360046538.631807
"CNRM-CM6-1-HR","ssp245",0.5,31,280110116.42208
"MPI-ESM1-2-LR","ssp245",0.5,31,241643962.737191
"ACCESS-CM2","ssp370",0.5,31,401559888.18711
"CNRM-CM6-1-HR","ssp370",0.5,31,372247673.064974
"MPI-ESM1-2-LR","ssp370",0.5,31,221993988.963145
"ACCESS-CM2","historical",0.2,32,611727274.464887
"CNRM-CM6-1-HR","historical",0.2,32,821024986.906386
"MPI-ESM1-2-LR","historical",0.2,32,662221849.117695
"ACCESS-CM2","ssp126",0.2,32,618398570.45978
"CNRM-CM6-1-HR","ssp126",0.2,32,618374326.189936
"MPI-ESM1-2-LR","ssp126",0.2,32,691706508.516282
"ACCESS-CM2","ssp245",0.2,32,739985895.350228
"CNRM-CM6-1-HR","ssp245",0.2,32,587690684.425229
"MPI-ESM1-2-LR","ssp245",0.2,32,488239450.960224
"ACCESS-CM2","ssp370",0.2,32,530925922.106324
"CNRM-CM6-1-HR","ssp370",0.2,32,604491467.863678
"MPI-ESM1-2-LR","ssp370",0.2,32,441307349.75172
"ACCESS-CM2","historical",0.5,32,366090524.778411
"CNRM-CM6-1-HR","historical",0.5,32,465349548.223161
"MPI-ESM1-2-LR","historical",0.5,32,314490042.352564
"ACCESS-CM2","ssp126",0.5,32,285501598.34422
"CNRM-CM6-1-HR","ssp126",0.5,32,271556844.240632
"MPI-ESM1-2-LR","ssp126",0.5,32,366550131.38019
"ACCESS-CM2","ssp245",0.5,32,304197758.088082
"CNRM-CM6-1-HR","ssp245",0.5,32,236813154.136972
"MPI-ESM1-2-LR","ssp245",0.5,32,204162940.343565
"ACCESS-CM2","ssp370",0.5,32,339538940.146331
"CNRM-CM6-1-HR","ssp370",0.5,32,314793777.193812
"MPI-ESM1-2-LR","ssp370",0.5,32,187549394.549787
"ACCESS-CM2","historical",0.2,33,739114248.439147
"CNRM-CM6-1-HR","historical",0.2,33,991905015.89027
"MPI-ESM1-2-LR","historical",0.2,33,800293098.563181
"ACCESS-CM2","ssp126",0.2,33,747085904.818337
"CNRM-CM6-1-HR","ssp126",0.2,33,747100053.463197
"MPI-ESM1-2-LR","ssp126",0.2,33,835481864.727705
"ACCESS-CM2","ssp245",0.2,33,894341477.810673
"CNRM-CM6-1-HR","ssp245",0.2,33,709955171.114366
"MPI-ESM1-2-LR","ssp245",0.2,33,589677207.196861
"ACCESS-CM2","ssp370",0.2,33,641233554.918444
"CNRM-CM6-1-HR","ssp370",0.2,33,730226794.707695
"MPI-ESM1-2-LR","ssp370",0.2,33,533192710.737319
"ACCESS-CM2","historical",0.5,33,442243471.968612
"CNRM-CM6-1-HR","historical",0.5,33,562000730.186287
"MPI-ESM1-2-LR","historical",0.5,33,380032267.861972
"ACCESS-CM2","ssp126",0.5,33,345039101.05704
"CNRM-CM6-1-HR","ssp126",0.5,33,328074606.498521
"MPI-ESM1-2-LR","ssp126",0.5,33,442644931.47062
"ACCESS-CM2","ssp245",0.5,33,367580172.83337
"CNRM-CM6-1-HR","ssp245",0.5,33,286037936.480481
"MPI-ESM1-2-LR","ssp245",0.5,33,246695484.596094
"ACCESS-CM2","ssp370",0.5,33,410080529.302693
"CNRM-CM6-1-HR","ssp370",0.5,33,380165078.284313
"MPI-ESM1-2-LR","ssp370",0.5,33,226640631.85207
"ACCESS-CM2","historical",0.2,34,670579929.016081
"CNRM-CM6-1-HR","historical",0.2,34,899968910.866198
"MPI-ESM1-2-LR","historical",0.2,34,726009057.229775
"ACCESS-CM2","ssp126",0.2,34,677852499.401582
"CNRM-CM6-1-HR","ssp126",0.2,34,677845566.135255
"MPI-ESM1-2-LR","ssp126",0.2,34,758130357.527128
"ACCESS-CM2","ssp245",0.2,34,811298821.631794
"CNRM-CM6-1-HR","ssp245",0.2,34,644175666.518471
"MPI-ESM1-2-LR","ssp245",0.2,34,535104738.680273
"ACCESS-CM2","ssp370",0.2,34,581891249.356263
"CNRM-CM6-1-HR","ssp370",0.2,34,662580317.487142
"MPI-ESM1-2-LR","ssp370",0.2,34,483759781.197216
"ACCESS-CM2","historical",0.5,34,401274734.049924
"CNRM-CM6-1-HR","historical",0.5,34,510003922.450142
"MPI-ESM1-2-LR","historical",0.5,34,344772277.883766
"ACCESS-CM2","ssp126",0.5,34,313010471.090046
"CNRM-CM6-1-HR","ssp126",0.5,34,297670660.681972
"MPI-ESM1-2-LR","ssp126",0.5,34,401708285.33783
"ACCESS-CM2","ssp245",0.5,34,333484544.63284
"CNRM-CM6-1-HR","ssp245",0.5,34,259557449.113082
"MPI-ESM1-2-LR","ssp245",0.5,34,223815818.163758
"ACCESS-CM2","ssp370",0.5,34,372132544.583582
"CNRM-CM6-1-HR","ssp370",0.5,34,344997331.529253
"MPI-ESM1-2-LR","ssp370",0.5,34,205612488.999663
"ACCESS-CM2","historical",0.2,35,696809460.875705
"CNRM-CM6-1-HR","historical",0.2,35,935119569.33063
"MPI-ESM1-2-LR","historical",0.2,35,754503575.208155
"ACCESS-CM2","ssp126",0.2,35,704310028.332146
"CNRM-CM6-1-HR","ssp126",0.2,35,704310605.852342
"MPI-ESM1-2-LR","ssp126",0.2,35,787612327.103731
"ACCESS-CM2","ssp245",0.2,35,843143303.208783
"CNRM-CM6-1-HR","ssp245",0.2,35,669298650.819953
"MPI-ESM1-2-LR","ssp245",0.2,35,555881060.804686
"ACCESS-CM2","ssp370",0.2,35,604454804.547707
"CNRM-CM6-1-HR","ssp370",0.2,35,688392679.003769
"MPI-ESM1-2-LR","ssp370",0.2,35,502645913.940955
"ACCESS-CM2","historical",0.5,35,416934559.768354
"CNRM-CM6-1-HR","historical",0.5,35,529787251.067957
"MPI-ESM1-2-LR","historical",0.5,35,358286878.60997
"ACCESS-CM2","ssp126",0.5,35,325290291.209217
"CNRM-CM6-1-HR","ssp126",0.5,35,309251854.206723
"MPI-ESM1-2-LR","ssp126",0.5,35,417255615.584059
"ACCESS-CM2","ssp245",0.5,35,346502675.121664
"CNRM-CM6-1-HR","ssp245",0.5,35,269620128.436565
"MPI-ESM1-2-LR","ssp245",0.5,35,232564677.230756
"ACCESS-CM2","ssp370",0.5,35,386532979.550604
"CNRM-CM6-1-HR","ssp370",0.5,35,358334650.701954
"MPI-ESM1-2-LR","ssp370",0.5,35,213624606.48961
"ACCESS-CM2","historical",0.2,36,728004478.651613
"CNRM-CM6-1-HR","historical",0.2,36,976940193.713525
"MPI-ESM1-2-LR","historical",0.2,36,788380174.877421
"ACCESS-CM2","ssp126",0.2,36,735788505.40116
"CNRM-CM6-1-HR","ssp126",0.2,36,735816690.27746
"MPI-ESM1-2-LR","ssp126",0.2,36,822726204.949959
"ACCESS-CM2","ssp245",0.2,36,881038331.850922
"CNRM-CM6-1-HR","ssp245",0.2,36,699196148.087952
"MPI-ESM1-2-LR","ssp245",0.2,36,580633418.751702
"ACCESS-CM2","ssp370",0.2,36,631367690.298178
"CNRM-CM6-1-HR","ssp370",0.2,36,719131171.486922
"MPI-ESM1-2-LR","ssp370",0.2,36,525136644.471924
"ACCESS-CM2","historical",0.5,36,435547044.145468
"CNRM-CM6-1-HR","historical",0.5,36,553358597.231447
"MPI-ESM1-2-LR","historical",0.5,36,374348275.905171
"ACCESS-CM2","ssp126",0.5,36,339890529.251741
"CNRM-CM6-1-HR","ssp126",0.5,36,323072815.448023
"MPI-ESM1-2-LR","ssp126",0.5,36,435797104.044629
"ACCESS-CM2","ssp245",0.5,36,362023764.879166
"CNRM-CM6-1-HR","ssp245",0.5,36,281634848.479767
"MPI-ESM1-2-LR","ssp245",0.5,36,242976525.366476
"ACCESS-CM2","ssp370",0.5,36,403738409.418735
"CNRM-CM6-1-HR","ssp370",0.5,36,374272071.364893
"MPI-ESM1-2-LR","ssp370",0.5,36,223201537.859469
"ACCESS-CM2","historical",0.2,37,703187055.318752
"CNRM-CM6-1-HR","historical",0.2,37,943698957.403794
"MPI-ESM1-2-LR","historical",0.2,37,761392477.636434
"ACCESS-CM2","ssp126",0.2,37,710766855.878614
"CNRM-CM6-1-HR","ssp126",0.2,37,710768857.889984
"MPI-ESM1-2-LR","ssp126",0.2,37,794862615.802497
"ACCESS-CM2","ssp245",0.2,37,850836853.202132
"CNRM-CM6-1-HR","ssp245",0.2,37,675443213.216583
"MPI-ESM1-2-LR","ssp245",0.2,37,561000751.726133
"ACCESS-CM2","ssp370",0.2,37,610023943.733386
"CNRM-CM6-1-HR","ssp370",0.2,37,694719696.922927
"MPI-ESM1-2-LR","ssp370",0.2,37,507250224.038405
"ACCESS-CM2","historical",0.5,37,420751448.848629
"CNRM-CM6-1-HR","historical",0.5,37,534668817.420386
"MPI-ESM1-2-LR","historical",0.5,37,361551950.218424
"ACCESS-CM2","ssp126",0.5,37,328249493.909087
"CNRM-CM6-1-HR","ssp126",0.5,37,312089507.95401
"MPI-ESM1-2-LR","ssp126",0.5,37,421105003.439694
"ACCESS-CM2","ssp245",0.5,37,349667456.861211
"CNRM-CM6-1-HR","ssp245",0.5,37,272101683.836043
"MPI-ESM1-2-LR","ssp245",0.5,37,234684449.422454
"ACCESS-CM2","ssp370",0.5,37,390097635.526929
"CNRM-CM6-1-HR","ssp370",0.5,37,361646173.459243
"MPI-ESM1-2-LR","ssp370",0.5,37,215579141.964505
"ACCESS-CM2","historical",0.2,38,595144782.016521
"CNRM-CM6-1-HR","historical",0.2,38,798720750.670068
"MPI-ESM1-2-LR","historical",0.2,38,644383406.240037
"ACCESS-CM2","ssp126",0.2,38,601575996.814029
