siteId,plotId,plotLength_metres,plotWidth_metres,latitude,longitude,startVisitDate,endVisitDate,phenomenonTime,transectId,transectDimensions_metres,plantId,positionXCoordinates,positionYCoordinates,family,genus,scientificName,fieldSpeciesName,featureType,stemId,stemDiameter_centimetres,stemDiameterPointOfMeasurement_metres,stemHeight_metres,aboveGroundBiomass_kilograms,stemStatus,comment
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,11,20,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_3,7,0.1,5.2,7.132,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,11,20,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_4,5.1,0.1,5.2,3.432,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,11,20,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_5,7.6,0.1,5.2,8.625,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,11,20,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_6,4.7,0.1,5.2,2.842,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,11,20,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_7,6,0.1,5.2,4.996,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,11,20,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_8,4.8,0.1,5.2,2.984,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,11,20,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_9,4,0.1,5.2,1.958,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,12,22,2,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_1,5.1,0.1,2.2,3.432,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,12,22,2,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_2,1.2,0.1,2.2,0.121,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,12,22,2,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_3,3.9,0.1,2.2,1.847,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,13,25,1,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_1,3.8,0.1,2.9,1.739,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,13,25,1,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_2,3,0.1,2.9,1.007,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,13,25,1,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_3,2.9,0.1,2.9,0.932,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,13,25,1,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_4,2.8,0.1,2.9,0.859,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,13,25,1,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_5,2.7,0.1,2.9,0.79,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,13,25,1,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_6,3.8,0.1,2.9,1.739,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,13,25,1,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_7,3,0.1,2.9,1.007,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,14,27,2,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_1,5,0.1,2.8,3.279,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,14,27,2,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_2,2.7,0.1,2.8,0.79,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,14,27,2,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_3,3.5,0.1,2.8,1.438,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,14,27,2,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_4,4.9,0.1,2.8,3.129,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,14,27,2,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_5,3.5,0.1,2.8,1.438,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,14,27,2,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_6,4.4,0.1,2.8,2.44,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,15,27,6,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_1,5.9,0.1,2.6,4.805,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,15,27,6,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_2,2.4,0.1,2.6,0.602,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,15,27,6,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_3,4.3,0.1,2.6,2.314,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,15,27,6,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_4,3.7,0.1,2.6,1.635,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,16,28,4,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_1,1.6,0.1,0.8,0.236,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,17,29,6,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_1,4.6,0.1,3.3,2.704,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,17,29,6,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_2,1,0.1,3.3,0.08,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,17,29,6,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_3,5.6,0.1,3.3,4.26,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,18,37,6,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_1,5.4,0.1,3.1,3.916,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,18,37,6,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_2,5.4,0.1,3.1,3.916,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,18,37,6,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_3,5.2,0.1,3.1,3.589,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,18,37,6,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_4,4.7,0.1,3.1,2.842,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,19,39,0,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_1,3.6,0.1,3.2,1.535,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,19,39,0,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_2,5.6,0.1,3.2,4.26,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,19,39,0,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_3,3.2,0.1,3.2,1.169,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,19,39,0,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_4,4.6,0.1,3.2,2.704,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,19,39,0,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_5,3.8,0.1,3.2,1.739,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,19,39,0,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_6,3.2,0.1,3.2,1.169,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,19,39,0,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_7,3.8,0.1,3.2,1.739,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,20,40,1,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_1,5.1,0.1,3.5,3.432,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,20,40,1,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_2,3.5,0.1,3.5,1.438,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,20,40,1,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_3,4.9,0.1,3.5,3.129,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,20,40,1,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_4,4.9,0.1,3.5,3.129,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,21,39,8,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_1,3.3,0.1,3.1,1.256,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,21,39,8,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_2,4.5,0.1,3.1,2.57,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,21,39,8,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_3,8.9,0.1,3.1,12.421,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,21,39,8,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_4,4.1,0.1,3.1,2.073,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,21,39,8,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_5,4.6,0.1,3.1,2.704,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,21,39,8,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_6,4,0.1,3.1,1.958,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,21,39,8,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_7,3.8,0.1,3.1,1.739,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,21,39,8,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_8,2.8,0.1,3.1,0.859,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,21,39,8,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_9,4,0.1,3.1,1.958,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,21,39,8,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_10,3.9,0.1,3.1,1.847,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,21,39,8,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_11,3.4,0.1,3.1,1.345,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,21,39,8,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_12,2.4,0.1,3.1,0.602,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,22,41,5,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_1,4.1,0.1,3.5,2.073,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,22,41,5,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_2,3.9,0.1,3.5,1.847,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,22,41,5,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_3,5.2,0.1,3.5,3.589,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,22,41,5,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_4,5.5,0.1,3.5,4.086,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,23,41,1,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_1,3.8,0.1,1.6,1.739,Alive,14.08450704
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,23,41,1,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_2,4.8,0.1,1.6,2.984,Alive,14.08450704
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,23,41,1,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_3,3,0.1,1.6,1.007,Alive,14.08450704
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,24,45,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_1,3,0.1,3.1,1.007,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,24,45,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_2,4.2,0.1,3.1,2.192,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,24,45,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_3,3.7,0.1,3.1,1.635,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,24,45,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_4,3.5,0.1,3.1,1.438,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,24,45,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_5,2.4,0.1,3.1,0.602,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,24,45,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_6,2.2,0.1,3.1,0.492,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,24,45,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_7,2.3,0.1,3.1,0.545,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,24,45,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_8,3.3,0.1,3.1,1.256,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,24,45,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_9,4.6,0.1,3.1,2.704,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,24,45,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_10,3,0.1,3.1,1.007,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,24,45,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_11,4.3,0.1,3.1,2.314,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,24,45,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_12,4.2,0.1,3.1,2.192,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,24,45,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_13,3.4,0.1,3.1,1.345,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,24,45,9,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_14,4,0.1,3.1,1.958,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,25,46,4,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_1,4.8,0.1,2.6,2.984,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,25,46,4,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_2,1.1,0.1,2.6,0.099,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,25,46,4,Myrtaceae,Eucalyptus,Eucalyptus,"socialis, dumosa, incrassata, oleosa",Plant individual,Stem_3,4.3,0.1,2.6,2.314,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,26,49,8,Myoporaceae,Myoporum,platycarpum,NA,Plant individual,Stem_1,6.1,0.1,3.7,5.19,Alive,NA
Calperum Mallee,"Calperum Mallee, core1ha",100 m,100 m ,-34.00220833,140.586951,10/11/2015,27/4/2016,22/3/2016,Transect 9,10m x 100m,26,49,8,Myoporaceae,Myoporum,platycarpum,NA,Plant individual,Stem_2,5.4,0.1,3.7,3.916,Alive,NA
